,0
1743,Thermo-mechanical behavior prediction of particulate reinforced shape memory polymer composite
1744,Synergistic effect enhanced shape recovery behavior of metal-4D printed shape memory polymer hybrid composites
1745,Hierarchical assembly of polystyrene/graphitic carbon nitride/reduced graphene oxide nanocomposites toward high fire safety
1746,3D pollen-scaffolded NiSe composite encapsulated by MOF-derived carbon shell as a high-low temperature anode for Na-ion storage
1747,Digital light processing 3D printing of graphene/carbonyl iron/polymethyl methacrylate nanocomposites for efficient microwave absorption
1748,A closed-loop recycling process for discontinuous carbon fibre polyamide 6 composites
1749,Hierarchically structured PVP porous fibers derived from the embedding of NaY zeolite synergize the adsorption of benzene
1750,Polyethylene glycol supported by phosphorylated polyvinyl alcohol/graphene aerogel as a high thermal stability phase change material
1751,Activated carbon [email protected]2(CO3)1.5(OH)3 hybrid material modified by ionic liquids and its effects on flame retardant and mechanical properties of PVC
1752,Flame retardancy and mechanical properties of glass fibre reinforced polyethylene composites filled with novel intumescent flame retardant
1753,Failure and complex crack patterns in hybrid laminates: A phase-field approach
1754,Electrostatic self-assembly synthesis of ZnFe2O4 quantum dots (ZnFe2O4@C) and electromagnetic microwave absorption
1755,Fabrication of durable and roughness-regeneration superhydrophobic composite materials by hot pressing
1756,"Examining conductivity, current density, and sizings applied to carbon fibers during manufacture and their effect on fiber-to-matrix adhesion in epoxy polymers"
1757,Intrinsically flame retardant bio-based epoxy thermosets: A review
1758,Large-scale production of simultaneously exfoliated and Functionalized Mxenes as promising flame retardant for polyurethane
1759,3D printing to enable multifunctionality in polymer-based composites: A review
1760,Corrigendum to “Interfacial reaction induced efficient load transfer in few-layer graphene reinforced Al matrix composites for high-performance conductor” [Compos Part B: Eng 167 (2019) 93–99]
1761,Editorial Board
1762,A synergistic combination of zinc oxide nanowires array with dual-functional zeolitic imidazolate framework-8 for hybrid nanomaterials-based gas sensors
1763,PLA/banana fiber based sustainable biocomposites: A manufacturing perspective
1764,Flame retardant effect of cytosine pyrophosphate and pentaerythritol on polypropylene
1765,Controlling toughness and strength of FDM 3D-printed PLA components through the raster layup
1766,A fast modeling approach for numerical analysis of unreinforced and FRCM reinforced masonry walls under out-of-plane loading
1767,Influence of time-dependent phenomena on translaminar fracture of woven-ply C/PPS laminates above the glass transition temperature
1768,"Highly thermal conductive, anisotropically heat-transferred, mechanically flexible composite film by assembly of boron nitride nanosheets for thermal management"
1769,Preparation of two-dimensional titanium carbide (Ti3C2Tx) and NiCo2O4 composites to achieve excellent microwave absorption properties
1770,Study the safeguarding performance of shear thickening gel by the mechanoluminescence method
1771,Fabrication of the silver modified carbon nanotube film/carbon fiber reinforced polymer composite for the lightning strike protection application
1772,A novel four-linear cohesive law for the delamination simulation in composite DCB laminates
1773,Editorial Board
1774,Investigation of fracture behavior of asphalt mixture composite using energy-based approach
1775,Experimental and numerical studies on the bending collapse of multi-cell Aluminum/CFRP hybrid tubes
1776,"A highly stretchable, super-hydrophobic strain sensor based on polydopamine and graphene reinforced nanofiber composite for human motion monitoring"
1777,Enhanced composite plate impact damage detection and characterisation using X-Ray refraction and scattering contrast combined with ultrasonic imaging
1778,Facile strategy and mechanism of preparing high performance intrinsic flame retarding foams based on reactive end-capped liquid crystalline all-aromatic polyester without incorporating additional flame retardants
1779,Multi-role p-styrene sulfonate assisted electrochemical preparation of functionalized graphene nanosheets for improving fire safety and mechanical property of polystyrene composites
1780,On the metal thermoplastic composite interface of Ti alloy/UHMWPE-Elium® laminates
1781,Automated quantification of reinforcement dispersion in B4C/Al metal matrix composites
1782,Towards hemp fabrics for high-performance composites: Influence of weave pattern and features
1783,Tailoring degradation-resistant thermal barrier coatings based on the orientation of spontaneously formed pores: From retardation to self-improvement
1784,Evaluation of carbon fiber composite repairs using asymmetric-frequency ultrasound waves
1785,About the tensile mechanical behaviour of carbon fibers fabrics reinforced thermoplastic composites under very high temperature conditions
1786,Experimental investigation into static and dynamic axial crush of composite tubes of glass-fiber mat/PA6 laminates
1787,Surface modification of ammonium polyphosphate by supramolecular assembly for enhancing fire safety properties of polypropylene
1788,Ionic liquid- modified lignin as a bio- coupling agent for natural fiber- recycled polypropylene composites
1789,Sonochemical self-growth of functionalized titanium carbide nanorods on Ti3C2 nanosheets for high capacity anode for lithium-ion batteries
1790,A review of recent research on bio-inspired structures and materials for energy absorption applications
1791,Editorial Board
1792,Band gaps for wave propagation in 2-D periodic three-phase composites with coated star-shaped inclusions and an orthotropic matrix
1793,Multiscale modeling of the viscoelastic response of braid-reinforced polymers: Model formulation and experimental assessment considering different rheological models
1794,Preparation of cobalt-based metal organic framework and its application as synergistic flame retardant in thermoplastic polyurethane (TPU)
1795,Failure characteristics of UHPFRC panels subjected to projectile impact
1796,Crushing behavior and optimization of sheet-based 3D periodic cellular structures
1797,Experimental and numerical research on the mode I delamination of looped fabric reinforced laminate
1798,Electrical conductivity and mechanical property improvement by low-temperature carbon nanotube growth on carbon fiber fabric with nanofiller incorporation
1799,Hybrid model of homogenization of engineering elastic moduli of composites reinforced with ellipsoid particles
1800,Numerical study of quasi-static and fatigue delamination growth in a post-buckled composite stiffened panel
1801,Self-healing corrosion protection film for marine environment
1802,Free vibration and buckling analyses of magneto-electro-elastic FGM nanoplates based on nonlocal modified higher-order sinusoidal shear deformation theory
1803,Micromechanical response of two-dimensional transition metal carbonitride (MXene) reinforced epoxy composites
1804,"Yttrium-aluminium-perovskite-fibre/molybdenum-matrix composites: Strength, fracture toughness and oxidation resistance"
1805,Artificial aggregates for self-healing of cement paste and chemical binding of aggressive ions from sea water
1806,A self-sensing microwire/epoxy composite optimized by dual interfaces and periodical structural integrity
1807,Structure-property relationships in structural glass fibre reinforced composites from unsaturated polyester and inherently fire retardant phenolic resin matrix blends
1808,In-situ polymerization and covalent modification on aramid fiber surface via direct fluorination for interfacial enhancement
1809,Characterisation on the hygrothermal degradation in the mechanical property of structural adhesive: A novel meso-scale approach
1810,The structural rearrangement with secondary reinforcement in graphene/nanotwinned copper nanocomposites: A molecular dynamics study
1811,Highly porous oxygen-doped NiCoP immobilized in reduced graphene oxide for supercapacitive energy storage
1812,Path-designed 3D printing for topological optimized continuous carbon fibre reinforced composite structures
1813,Highly effective electromagnetic wave absorbing Prismatic Co/C nanocomposites derived from cubic metal-organic framework
1814,Fabrication of ultra-light nickel/graphene composite foam with 3D interpenetrating network for high-performance electromagnetic interference shielding
1815,Self-templating graphene network composites by flame carbonization for excellent electromagnetic interference shielding
1816,Synthesis of a novel graphene conjugated covalent organic framework nanohybrid for enhancing the flame retardancy and mechanical properties of epoxy resins through synergistic effect
1817,"Mechanical, electrical, and thermal reliability of Sn-58wt.%Bi solder joints with Ag-decorated MWCNT for LED package component during aging treatment"
1818,Utilising genetic algorithm to optimise pyrolysis kinetics for fire modelling and characterisation of chitosan/graphene oxide polyurethane composites
1819,NiCo2O4 constructed by different dimensions of building blocks with superior electromagnetic wave absorption performance
1820,Surface modification of urchin-like serried hydroxyapatite with sol-gel method and its application in dental composites
1821,Dynamics of two-dimensional functionally graded tapered Timoshenko nanobeam in thermal environment using nonlocal strain gradient theory
1822,Tough and stretchable Fe3O4/MoS2/PAni composite hydrogels with conductive and magnetic properties
1823,Mechanically strong and thermally insulating polyimide aerogels by homogeneity reinforcement of electrospun nanofibers
1824,The influence of water absorption on unidirectional and 2D woven CFRP composites and their mechanical performance
1825,Poly(vinyl alcohol)/artificial marble wastes composites with improved melt processability and mechanical properties
1826,Architectural design of flexible anisotropic piezoresistive composite for multiple-loading recognization
1827,Variation in size of graphite particles and its cascading effect on the performance properties of PAEK composites
1828,Multi-functional CNT nanopaper polyurethane nanocomposite fabricated by ultrasonic infiltration and dip soaking processes
1829,Dynamic characterization of isotropic and anisotropic magnetorheological elastomers in the oscillatory squeeze mode superimposed on large static pre-strain
1830,"Effect of graphene oxide nanoplates on the microstructure, quasi-static and dynamic penetration behavior of Al6061 nanocomposites"
1831,Exploitation of by-products from cassava and ahipa starch extraction as filler of thermoplastic corn starch
1832,Influence of cell geometrical parameters on the mechanical properties of 3D integrally woven spacer sandwich composites
1833,"Ductility improvements of PLA-based binary and ternary blends with controlled morphology using PBAT, PBSA, and nanoclay"
1834,Textile structural composites for automotive leaf spring application
1835,"Metakaolin-based geopolymers: Relation between formulation, physicochemical properties and efflorescence formation"
1836,Experimental and numerical investigation of flexural behavior of hat sectioned aluminum/carbon fiber reinforced mixed material composite beam
1837,Synthesis and characterization of poly(styrene-block-acrylic acid) diblock copolymer modified magnetite nanocomposite for efficient removal of penicillin G
1838,"A study on the effect of low-cost eggshell reinforcement on the immersion, damping and mechanical properties of magnesium–zinc alloy"
1839,Influence of sequential punching in layered structure of needle punched nonwoven on the filtration behavior
1840,Moisture resistant stones waste based polymer composites with enhanced dielectric constant and flexural strength
1841,Nano-tailored multi-functional cementitious composites
1842,Editorial Board
1843,3D concrete printer parameter optimisation for high rate digital construction avoiding plastic collapse
1844,Sandwich-like SiCnw/C/Si3N4 porous layered composite for full X-band electromagnetic wave absorption at elevated temperature
1845,Mechanochemical synthesis of a Ni3-xTe2 nanocrystalline composite and its application for simultaneous electrochemical detection of dopamine and adrenaline
1846,Enhancing high-temperature strength of (B4C+Al2O3)/Al designed for neutron absorbing materials by constructing lamellar structure
1847,The flammability and mechanical properties of poly (lactic acid) composites containing Ni-MOF nanosheets with polyhydroxy groups
1848,A novel Schiff base-containing branched polysiloxane as a self-crosslinking flame retardant for PA6 with low heat release and excellent anti-dripping performance
1849,Soft armor materials constructed with Kevlar fabric and a novel shear thickening fluid
1850,A simple route to fabricate strong boride hierarchical composites for use at ultra-high temperature
1851,A new approach for strength and stiffness prediction of discontinuous fibre reinforced composites (DFC)
1852,Enhancing the electrical conductivity of PP/CNT nanocomposites through crystal-induced volume exclusion effect with a slow cooling rate
1853,Biodegradable trays based on cassava starch blended with agroindustrial residues
1854,Synthesis of [email protected] composite for high-performance supercapacitor via waste PET plastic-derived Ni-MOF
1855,Highly sensitive and durable wearable strain sensors from a core-sheath nanocomposite yarn
1856,Highly coercive strontium hexaferrite nanodisks for microwave absorption and other industrial applications
1857,Stress analysis of urban gas pipeline repaired by inserted hose lining method
1858,Sulfate resistance of hybrid fiber reinforced metakaolin geopolymer composites
1859,Functionally graded ultra-high performance cementitious composite with enhanced impact properties
1860,Multifunctional stretchable strain sensor based on polydopamine/ reduced graphene oxide/ electrospun thermoplastic polyurethane fibrous mats for human motion detection and environment monitoring
1861,Extraordinary reinforcing effect of carbon nanotubes in aluminium matrix composites assisted by in-situ alumina nanoparticles
1862,"Studies on micro structural characteristics, mechanical and tribological behaviours of boron carbide and cow dung ash reinforced aluminium (Al 7075) hybrid metal matrix composite"
1863,Stiffness-based optimization framework for the topology and fiber paths of continuous fiber composites
1864,One-pot scalable fabrication of an oligomeric phosphoramide towards high-performance flame retardant polylactic acid with a submicron-grained structure
1865,The effect of wet-dry cycles on tensile properties of unidirectional flax fiber reinforced polymers
1866,A low-dielectric decoration strategy to achieve absorption dominated electromagnetic shielding material
1867,"Fabrication of 9,10-dihydro-9-oxa-10-phosphaphenanthrene-10-oxide-decorated fullerene to improve the anti-oxidative and flame-retardant properties of polypropylene"
1868,Fabrication of hybrid composite T-joints by co-curing with 3D printed dual cure epoxy
1869,Kinetic investigation of eggshell powders as biobased epoxy catalyzer
1870,Investigating the effects of liquid-plasma treatment on tensile strength of coir fibers and interfacial fiber-matrix adhesion of composites
1871,Targeted synthesis of Zn-based porous aromatic framework for enhancing fire safety and anti-corrosion performance of wood substrate
1872,Visible-light-driven zeolite imidazolate [email protected] composite for heavy metal treatment
1873,Impact and post-impact properties of multiscale carbon fiber composites interleaved with carbon nanotube sheets
1874,Dynamic response of additively manufactured graded foams
1875,A novel detailed analytical approach for determining the optimal design of FRP pressure vessels subjected to hydrostatic loading: Analytical model with experimental validation
1876,Flexural deformation behavior of carbon fiber reinforced aluminium hybrid foam sandwich structure
1877,Delamination formation and suppression during rotary ultrasonic elliptical machining of CFRP
1878,"Electrical conductivity of CNT/polymer composites: 3D printing, measurements and modeling"
1879,Strategic design and electrochemical behaviors of Li-ion battery cathode nanocomposite materials based on AlV3O9 with carbon nanostructures
1880,Characterization of rubberwood particleboard made using carboxymethyl starch mixed with polyvinyl alcohol as adhesive
1881,"A visible light driven AgBr/g-C3N4 photocatalyst composite in methyl orange photodegradation: Focus on photoluminescence, mole ratio, synthesis method of g-C3N4 and scavengers"
1882,Direct tensile self-sensing and fracture energy of steel-fiber-reinforced concretes
1883,Effect of matrix and fibre type on the impact resistance of woven composites
1884,Effect of tensile loading rate on interfacial properties of SMA/polymer composites
1885,Hybrid multi-cell thin-walled tubes for energy absorption applications: Blast shielding and crashworthiness
1886,Strength and toughness trade-off optimization of nacre-like ceramic composites
1887,Design strategy for optimising weight and ballistic performance of soft body armour reinforced with shear thickening fluid
1888,Free-edge stress fields in cylindrically curved cross-ply laminated shells
1889,Nonlocal bending and buckling of agglomerated CNT-Reinforced composite nanoplates
1890,Light-weight/defect-tolerant topologically self-interlocking polymeric structure by fused deposition modeling
1891,Micromechanical modelling of syntactic foam
1892,Effect of temperature on the bond behaviour of GFRP bars in concrete
1893,Factors affecting direct lightning strike damage to fiber reinforced composites: A review
1894,Seismic retrofit of infilled RC frames with textile reinforced mortars: State-of-the-art review and analytical modelling
1895,"Synthesis, characterization, and properties of graphene reinforced metal-matrix nanocomposites"
1896,Effect of volume fraction and unidirectional orientation controlled graphite on thermal properties of graphite/copper composites
1897,Editorial Board
1898,Thin-plies in adhesively bonded carbon fiber reinforced polymers
1899,Catalyst free self-healable vitrimer/graphene oxide nanocomposites
1900,Effect of porosity on the nonlinear and time-dependent behavior of Ceramic Matrix Composites
1901,Carbonized cellulose nanofibers as dielectric heat sources for microwave annealing 3D printed PLA composite
1902,Novel phosphorus-containing imidazolium as hardener for epoxy resin aiming at controllable latent curing behavior and flame retardancy
1903,An evaluation of life cycle assessment and its application to the closed-loop recycling of carbon fibre reinforced polymers
1904,Experimental investigation and damage simulation of large-scaled filament wound composite pipes
1905,Poly(isosorbide carbonate): A ‘green’ char forming agent in polybutylene succinate intumescent formulation
1906,New processing technique for biodegradable kenaf composites: A simple alternative to commercial automotive parts
1907,Environmentally friendly novel covalently immobilized enzyme bionanocomposite: From synthesis to the destruction of pollutant
1908,An improved plastically dilatant unified viscoplastic constitutive formulation for multiscale analysis of polymer matrix composites under high strain rate loading
1909,Multifunctional performance of carbon nanotubes and graphene nanoplatelets reinforced PEEK composites enabled via FFF additive manufacturing
1910,Highly efficient thermal oxidation and cross-linking reaction of catechol functionalized polyacrylonitrile copolymer composites for halogen-free flame retardant
1911,Compressive behavior of stretched and composite microlattice metamaterial for energy absorption applications
1912,The experimental and numerical study on the mechanical behaviours of adhesively bonded joints
1913,Experimental investigation of adhesive fillet size on barely visible impact damage in metallic honeycomb sandwich panels
1914,Aerogami: Composite origami structures as active aerodynamic Ccontrol
1915,Halogen and halogen-free flame retarded biologically-based polyamide with markedly suppressed smoke and toxic gases releases
1916,Experimental and numerical study on creep and shrinkage effects of ultra high-performance concrete beam
1917,Flexible La1.5Sr0.5NiO4/Poly(vinylidene fluoride) composites with an ultra high dielectric constant: A comparative study
1918,Thermoformability characterisation of Flax reinforced polypropylene composite materials
1919,Constitutive modeling for time- and temperature-dependent behavior of composites
1920,"Microcrystalline cellulose, polylactic acid and polypropylene biocomposites and its morphological, mechanical, thermal and rheological properties"
1921,Fluorescence labelling and self-healing microcapsules for detection and repair of surface microcracks in cement matrix
1922,Flexible and robust silver coated non-woven fabric reinforced waterborne polyurethane films for ultra-efficient electromagnetic shielding
1923,Influence of anodization of aluminum 2024 T3 for application in aluminum/Cf/ epoxy laminate
1924,Highly thermal conductive and electrical insulating polymer composites with boron nitride
1925,Development of a low cost and green microwave assisted approach towards the circular carbon fibre composites
1926,Discontinuous micro-fibers as intrinsic reinforcement for ductile Engineered Cementitious Composites (ECC)
1927,Editorial Board
1928,The fatigue repairing evaluation of hybrid woven composite patch with 2D&3D styles bonded Al-alloy plates under UV and thermal curing
1929,Electrical and thermal conductivity of polyvinylidene fluoride (PVDF) – Conducting Carbon Black (CCB) composites: Validation of various theoretical models
1930,A study on adhesive characteristics of double cantilever beam specimens with inhomogeneous materials due to tensile and out-of-plane shear fractures
1931,The evaluation of failure mode behavior of CFRP/Adhesive/SPCC hybrid thin laminates under axial and flexural loading for structural applications
1932,Incorporation of functionalized reduced graphene oxide/magnesium nanohybrid to enhance the osteoinductivity capability of 3D printed calcium phosphate-based scaffolds
1933,"Damage tolerance of CFRP airframe bolted joints in bearing, following bolt pull-through failure"
1934,Evaluation of grit-blasting as a pre-treatment for carbon-fibre thermoplastic composite to aluminium bonded joints tested at static and dynamic loading rates
1935,Shear behavior of woven and non-crimp fabric based thermoplastic composites at near-processing conditions
1936,A strain-displacement mixed formulation based on the modified couple stress theory for the flexural behaviour of laminated beams
1937,Reduced graphene oxide-wrapped micro-rod like Ni/Co organic-inorganic hybrid nanocomposite as an electrode material for high-performance supercapacitor
1938,Adjusting function of MoS2 on the high-speed emergency braking properties of copper-based brake pad and the analysis of relevant tribo-film of eddy structure
1939,High-velocity impact onto a high-frictional fabric treated with adhesive spray coating and shear thickening fluid impregnation
1940,Dynamic interfacial debonding in sandwich panels
1941,A facile and industrially feasible one-pot approach to prepare graphene-decorated PVC particles and their application in multifunctional PVC/graphene composites with segregated structure
1942,"Effects of fiber geometry and orientation distribution on the anisotropy of mechanical properties, creep behavior, and thermal expansion of natural fiber/HDPE composites"
1943,Rapid synthesis of solid amine composites based on short mesochannel SBA-15 for CO2 capture
1944,"Light-weight, high-gain three-dimensional textile structural composite antenna"
1945,Melt-spun industrial super-strong polycaprolactam fiber: Effects of tie-molecules and crystal transformation
1946,Facile synthesis of Ag/ZrO2 nanocomposite as a recyclable catalyst for the treatment of environmental pollutants
1947,Silica nanoparticles surface charge modulation of the electroactive phase content and physical-chemical properties of poly(vinylidene fluoride) nanocomposites
1948,Heterojunction of vertically aligned MoS2 layers to Hydrogenated Black TiO2 and Rutile Based Inorganic Hollow Microspheres for the highly enhanced visible light arsenic photooxidation
1949,Atomic structure revolution and excellent performance improvement of composites induced by laser ultrafine-nano technology
1950,Numerical investigation on the repeated low-velocity impact behavior of composite laminates
1951,A facile and efficient flame-retardant and smoke-suppressant resin coating for expanded polystyrene foams
1952,The role of incoherent interface in evading strength-ductility trade-off dilemma of Ti2AlN/TiAl composite: A combined in-situ TEM and atomistic simulations
1953,Evolution of microstructures of cement paste via continuous-based hydration model of non-spherical cement particles
1954,High-efficiency improvement of thermal conductivities for epoxy composites from synthesized liquid crystal epoxy followed by doping BN fillers
1955,The CNT/PSt-EA/Kevlar composite with excellent ballistic performance
1956,Damage behaviors of unidirectional CFRP in orthogonal cutting: A comparison between single- and multiple-pass strategies
1957,The influence of fiber volume fraction and fiber length on the evolution of pore content and the paintability of sheet molding compounds
1958,Investigation on dynamic mechanical properties of fly ash/slag-based geopolymeric recycled aggregate concrete
1959,On the fracture toughness of metal-composite adhesive joints with bending-extension coupling and residual thermal stresses effect
1960,Retraction notice to “Experimental investigations and fuzzy logic modeling of compressive strength of geopolymers with seeded fly ash and rice husk bark ash” [Compos Part B 43 (2012) 1293–1301]
1961,Editorial Board
1962,Dissolution and precipitation behaviours of graphene oxide / tricalcium silicate composites
1963,The properties of dental resin composites reinforced with silica colloidal nanoparticle clusters: Effects of heat treatment and filler composition
1964,The effects of stacking sequence on drilling machinability of filament wound hybrid composite pipes: Part-1 mechanical characterization and drilling tests
1965,Mechanical performance of adhesive joints using high-performance nanocomposite adhesive material with carbon nanotube and triblock copolymer hybrids
1966,Compression properties of polymeric syntactic foam composites under cyclic loading
1967,Epoxy resin thermo-mechanics and failure modes: Effects of cure and cross-linker length
1968,Strain amplitude controlled fatigue of Flax-epoxy laminates
1969,"Rheological parameters, thixotropy and creep of 3D-printed calcium sulfoaluminate cement composites modified by bentonite"
1970,Exchange coupling and improved properties of the multilayer CoFe2O4/La0.7Sr0.3MnO3 thin films
1971,Performance analysis framework for structural battery composites in electric vehicles
1972,N-doped hierarchical porous hollow carbon nanofibers based on PAN/[email protected] structure for high performance supercapacitor
1973,Vibration attenuation of sandwich structures filled with shear thickening fluids
1974,Mechanical matching nanofibrous vascular scaffold with effective anticoagulation for vascular tissue engineering
1975,Investigation of the properties of alkali-activated slag mixes involving the use of nanoclay and nucleation seeds for 3D printing
1976,Experimental and computational analysis of the in situ tensile deformation of 2D honeycomb lattice structures in Ni single crystals
1977,Nanoparticles of polydopamine for improving mechanical and flame-retardant properties of an epoxy resin
1978,Experimental study on flexural behavior of damaged reinforced concrete (RC) beam strengthened by toughness-improved ultra-high performance concrete (UHPC) layer
1979,Fluorine/adamantane modified cyanate resins with wonderful interfacial bonding strength with PBO fibers
1980,Fracture toughness-based models for damage simulation of pultruded GFRP materials
1981,An approach to analyse the factors behind the micromechanical response of 3D-printed composites
1982,Tuning the mechanical performance efficiently of various LLM-105 based PBXs via bioinspired interfacial reinforcement of polydopamine modification
1983,Robust and repairable bulk polymeric coatings with continuous superhydrophobicity for design control and underwater display
1984,Auxetic graphene oxide-porous foam for acoustic wave and shock energy dissipation
1985,"Interpreting the early-age reaction process of alkali-activated slag by using combined embedded ultrasonic measurement, thermal analysis, XRD, FTIR and SEM"
1986,Cracking behavior of geopolymer concrete beams reinforced with steel and fiber reinforced polymer bars under flexural load
1987,A chain model charactering the effect of interphase on electro-mechanical properties of particle reinforced polymer
1988,Anderson-type polyoxometalate-based hybrid with high flame retardant efficiency for the preparation of multifunctional epoxy resin nanocomposites
1989,Hierarchically porous surface of PEEK/nMCS composite created by femtosecond laser and incorporation of resveratrol exhibiting antibacterial performances and osteogenic activity in vitro
1990,Failure analysis of 3D printed woven composite plates with holes under tensile and shear loading
1991,On the impact failure behavior of triaxially braided composites subjected to metallic plate projectile
1992,Editorial Board
1993,Synergistic effect of Gr and CNTs on preparing ultrathin Cu-(CNTs+Gr) composite foil via electrodeposition
1994,Micro-computed tomography analysis of damage in notched composite laminates under multi-axial fatigue
1995,Characteristics of the mechanical behavior of Ti–6Al–4V multilayer laminate under impact loading
1996,CNT-reinforced iron and titanium nanocomposites: Strength and deformation mechanisms
1997,"3D microstructural characterization and mechanical properties determination of short basalt fiber-reinforced polyamide 6,6 composites"
1998,Synthesis and characterization of alkoxy silane modified polyurethane wood adhesive based on epoxidized soybean oil polyester polyol
1999,Analytical and numerical modelling of high-velocity impact on multilayer alumina/aramid fiber composite ballistic shields: Improvement in modelling approaches
2000,Spray-printed magnetoelectric multifunctional composites
2001,Mechanical improvement of continuous steel microcable reinforced geopolymer composites for 3D printing subjected to different loading conditions
2002,Synthesis of magnetic porous carbon composite derived from metal-organic framework using recovered terephthalic acid from polyethylene terephthalate (PET) waste bottles as organic ligand and its potential as adsorbent for antibiotic tetracycline hydrochloride
2003,Effects of microvoids on strength of unidirectional fiber-reinforced composite materials
2004,Determination of the longitudinal non linear elastic behaviour and compressive strength of a CFRP ply by bending tests on laminates
2005,The role of CNT in improving the mechanical strength retention rate of C/C composites during heat treatment
2006,"Microstructural design, manufacturing and dual-scale modelling of an adaptable porous composite sound absorber"
2007,Evolution of the bearing failure map of pinned flax composite laminates aged in marine environment
2008,Percolation and conductivity development of the rod networks within randomly packed porous media
2009,Dynamic viscoelasticity of silica-filled styrene-butadiene rubber/polybutadiene rubber (SBR/BR) elastomer composites
2010,Epoxy composite with significantly improved thermal conductivity by constructing a vertically aligned three-dimensional network of silicon carbide nanowires/ boron nitride nanosheets
2011,"Effect of fiber feeding route upon extrusion process on the electromagnetic, mechanical, and thermal properties of nickel-coated carbon fiber/polypropylene composites"
2012,Effect of microstructure on mechanical properties of net-structured TiBw/TA15 composite subjected to hot plastic deformation
2013,3d printed continuous fiber reinforced composite auxetic honeycomb structures
2014,Effects of nanotube agglomeration on wave dynamics of carbon nanotube-reinforced piezocomposite cylindrical shells
2015,Fire safety of composites in prefabricated buildings: From fibre reinforced polymer to textile reinforced concrete
2016,Editorial Board
2017,"Strength improvement of adhesively bonded single lap joints with date palm fibers: Effect of type, size, treatment method and density of fibers"
2018,Antimicrobial sodium alginate dressing immobilized with polydopamine-silver composite nanospheres
2019,"Bio-based phytic acid and tannic acid chelate-mediated interfacial assembly of Mg(OH)2 for simultaneously improved flame retardancy, smoke suppression and mechanical properties of PVC"
2020,Improved adhesion between stainless steel heating element and PPS polymer in resistance welding of thermoplastic composites
2021,Multifunctional MXene/natural rubber composite films with exceptional flexibility and durability
2022,Surface topography evolution of woven thermoplastic composites under deformation
2023,Formation mechanism of hierarchically crystalline structures under coupled external fields in multi-melt multi-injection molding: Simulation and experiment
2024,Preparation of highly thermally conductive and electrically insulating PI/BNNSs nanocomposites by hot-pressing self-assembled PI/BNNSs microspheres
2025,High resolution depth and area measurements of low velocity impact damage in carbon fiber laminates via an ultrasonic technique
2026,"Shear exfoliation of graphite into graphene nanoflakes directly within polyetheretherketone and a spectroscopic study of this high modulus, lightweight nanocomposite"
2027,Size tailored bimetallic metal-organic framework (MOF) on graphene oxide with sandwich-like structure as functional nano-hybrids for improving fire safety of epoxy
2028,Harnessing the ductility of polylactic acid/ halloysite nanocomposites by synergistic effects of impact modifier and plasticiser
2029,Multiscale modelling of scaling effects in the impact response of plain woven composites
2030,Bioinspired functionally graded gyroid sandwich panel subjected to impulsive loadings
2031,A crosslinkable graphene oxide in waterborne polyurethane anticorrosive coatings: Experiments and simulation
2032,Tensile failure strength and separation angle of FDM 3D printing PLA material: Experimental and theoretical analyses
2033,Transverse and longitudinal flexural properties of unidirectional carbon fiber composites interleaved with hierarchical Aramid pulp micro/nano-fibers
2034,"Mechanical response of negative stiffness truncated-conical shell systems: experiment, numerical simulation and empirical model"
2035,Amine functionalized carbon nanotube (ACNT) filled in sulfonated poly(ether ether ketone) membrane: Effects of ACNT in improving polymer electrolyte fuel cell performance under reduced relative humidity
2036,Editorial Board
2037,Compressive response of multi-layered thermoplastic composite corrugated sandwich panels: Modelling and experiments
2038,High-performance graphene reinforced epoxy nanocomposites using benzyl glycidyl ether as a dispersant and surface modifier
2039,"Ti, Zr and Ta coated UHMWPE aiming surface improvement for biomedical purposes"
2040,Outstanding strengthening behavior and dynamic mechanical properties of in-situ Al–Al3Ni composites by Cu addition
2041,The effect of group IIIA oxides on the oxygen reduction reaction at cathodes for intermediate-temperature solid oxide fuel cells
2042,Engineering thermally and electrically conductive biodegradable polymer nanocomposites
2043,Polypropylene/carbon nanotubes composite materials with enhanced electromagnetic interference shielding performance: Properties and modeling
2044,A constitutive model for 3D printed continuous fiber reinforced composite structures with variable fiber content
2045,Exfoliated graphene/thermoplastic elastomer nanocomposites with improved wear properties for 3D printing
2046,Effects of brass coating and nano-SiO2 coating on steel fiber–matrix interfacial properties of cement-based composite
2047,Numerical simulation of the tensile behavior of FRCM strengthening systems
2048,Pure S0 and SH0 detections of various damage types in aerospace composites
2049,Magnetic Fe nanoparticle to decorate N dotted C as an exceptionally absorption-dominate electromagnetic shielding material
2050,Crashworthy subfloor structure of civil aircraft via inclined inward-folding composite tubes
2051,Continuous manufacturing of CFRP sheets by rolling for rapid fabrication of long CFRP products
2052,Self-healing cement concrete composites for resilient infrastructures: A review
2053,Editorial Board
2054,Renewable vanillin-based flame retardant toughening agent with ultra-low phosphorus loading for the fabrication of high-performance epoxy thermoset
2055,Calcium silicate scaffolds promoting bone regeneration via the doping of Mg2+ or Mn2+ ion
2056,High-cycle fatigue analysis of adhesively bonded composite scarf repairs
2057,Facile synthesis of bio-based reactive flame retardant from vanillin and guaiacol for epoxy resin
2058,Performance of FRP composite lap joints utilizing fiber tow steering
2059,Higher-order resistivity-strain relations for self-sensing nanocomposites subject to general deformations
